,0,1,2,3,4,5,6,7
27,geothermal billion $ ,0.9,52.5,190.1,177.1,420.6,billion $/a,10.8
28,solar thermal power plants billion $ ,2.2,178.3,368.3,314.7,863.4,billion $/a,22.1
29,ocean energy billion $ ,0.0,47.4,66.6,56.6,170.5,billion $/a,4.4
30,fossil (w/o chp) billion $ ,176.0,26.4,25.3,131.7,359.4,billion $/a,9.2
31,nuclear billion $ ,13.0,0.0,0.0,0.0,13.0,billion $/a,0.3
32,chp (fossil + renewable) billion $ ,8.3,53.4,118.3,168.1,348.0,billion $/a,8.9
33,renewables (w/o chp) billion $ ,232.5,"1,476.8","2,242.7","2,565.2","6,517.1",billion $/a,167.1
34,total billion $ ,429.8,"1,556.6","2,386.3","2,864.9","7,237.5",billion $/a,185.6
35,conventional (fossil & nuclear) billion $ ,191.8,35.5,34.8,137.9,400.1,billion $/a,10.3
36,renewables billion $ ,237.9,"1,521.0","2,351.5","2,727.0","6,837.4",billion $/a,175.3
37,biomass billion $ ,21.3,39.3,75.3,106.7,242.7,billion $/a,6.2
38,hydro billion $ ,43.1,45.4,21.7,21.5,131.8,billion $/a,3.4
39,wind billion $ ,49.8,700.1,"1,011.4","1,377.3","3,138.6",billion $/a,80.5
40,pv billion $ ,117.5,418.6,516.9,560.3,"1,613.2",billion $/a,41.4
41,geothermal billion $ ,2.6,65.1,218.6,195.5,481.8,billion $/a,12.4
42,solar thermal power plants billion $ ,3.5,200.5,433.4,399.6,"1,037.1",billion $/a,26.6
43,ocean energy billion $ ,0.0,52.0,74.2,66.0,192.3,billion $/a,4.9
0,table 13.8.23: india: investments in renewable heat generation,2012-,2021-,2031-,2041-,2012-,unit,annual average
1,ref ,2020,2030,2040,2050,2050,,2012-2050
2,heat pumps billion $ ,0.1,0.2,0.2,0.3,0.8,billion $/a,0.0
3,deep geothermal billion $ ,0.0,0.0,0.0,0.0,0.0,billion $/a,0.0
4,solar thermal billion $ ,3.2,4.0,6.7,8.2,22.1,billion $/a,0.6
5,biomass billion $ ,170.0,54.8,38.0,46.7,309.5,billion $/a,7.9
6,total billion $ ,173.3,59.0,44.9,55.2,332.5,billion $/a,8.5
7,heat pumps billion $ ,1.1,62.9,71.8,134.0,269.9,billion $/a,6.9
8,deep geothermal billion $ ,0.0,25.2,48.5,100.5,174.2,billion $/a,4.5
9,solar thermal billion $ ,5.2,105.5,144.0,173.9,428.5,billion $/a,11.0
10,bomass billion $ ,105.6,26.7,5.5,6.9,144.6,billion $/a,3.7
11,total billion $ ,111.9,220.3,269.8,415.3,"1,017.2",billion $/a,26.1
12,heat pumps billion $ ,1.1,62.9,71.8,131.6,267.4,billion $/a,6.9
13,deep geothermal billion $ ,0.0,25.2,55.8,125.3,206.3,billion $/a,5.3
14,solar thermal billion $ ,5.2,105.2,143.7,192.1,446.1,billion $/a,11.4
15,biomass billion $ ,105.6,26.3,5.4,2.3,139.6,billion $/a,3.6
16,total billion $ ,111.9,219.6,276.6,451.3,"1,059.5",billion $/a,27.2
0,table 13.8.24: india: total employment in the energy sector thousand jobs,2015,2020,2025,2030,2020,2025,2030
1,construction and installation ,"1,226","1,622","1,427","1,204","1,459","2,532","2,283"
2,manufacturing,628,819,719,598,"1,691","2,627","2,395"
3,operations and maintenance,414,560,654,621,780,"1,239","1,625"
4,fuel supply (domestic) ,"2,265","2,323","2,211","1,826","2,304","2,106","1,540"
5,coal and gas export,-,-,-,,-,-,-
6,solar and geothermal heat,20,20,23,22,50,466,733
7,total jobs (thousands) ,"4,554","5,344","5,035","4,271","6,284","8,969","8,576"
8,coal ,"2,252","2,769","2,552","2,324",839,618,384
9,"gas, oil & diesel",224,299,362,343,319,437,357
10,nuclear,84,118,133,120,31,26,18
11,renewable ,"1,993","2,158","1,989","1,483","5,095","7,889","7,817"
12,biomass ,"1,515","1,584","1,433","1,076","1,688","1,659","1,312"
13,hydro,146,204,198,170,204,80,64
14,wind,131,143,142,103,"1,409","2,513","2,662"
15,pv,177,203,189,109,"1,606","2,742","2,365"
16,geothermal power,1.6,1.2,0.9,0.6,25,46,73
17,solar thermal power,3.0,2.6,2.4,1.8,75,287,479
18,ocean,-,-,0.01,1.1,39.0,95.7,128.7
19,solar - heat,19.7,19.4,22.8,22.2,45,382,549
20,geothermal & heat pump,-,0.4,0.3,0.3,5,83,185
21,total jobs (thousands) ,"4,554","5,344","5,035","4,271","6,284","8,969","8,576"
0,table 13.9.22: Other asia: investments in electricity generation,2012-,2021-,2031-,2041-,2012-,unit,annual average
1,ref ,2020,2030,2040,2050,2050,,2012-2050
2,fossil (w/o chp) billion $ ,150.6,205.6,301.3,331.7,989.2,billion $/a,25.4
3,nuclear billion $ ,14.3,8.3,0.0,0.3,22.9,billion $/a,0.6
4,chp (fossil + renewable) billion $ ,8.5,6.5,5.2,4.4,24.5,billion $/a,0.6
5,renewables (w/o chp) billion $ ,132.5,169.3,188.1,246.1,736.0,billion $/a,18.9
6,total billion $ ,305.9,389.7,494.7,582.4,"1,772.7",billion $/a,45.5
7,conventional (fossil & nuclear) billion $ ,173.4,220.4,306.5,336.4,"1,036.6",billion $/a,26.6
8,renewables billion $ ,132.5,169.3,188.1,246.1,736.0,billion $/a,18.9
9,biomass billion $ ,12.2,16.9,22.5,30.2,81.8,billion $/a,2.1
10,hydro billion $ ,78.7,99.3,91.0,107.7,376.7,billion $/a,9.7
11,wind billion $ ,5.5,18.6,32.9,62.0,119.1,billion $/a,3.1
12,pv billion $ ,11.0,12.2,16.6,18.3,57.9,billion $/a,1.5
13,geothermal billion $ ,25.1,21.7,24.6,27.1,98.4,billion $/a,2.5
14,solar thermal power plants billion $ ,0.0,0.6,0.7,0.7,2.1,billion $/a,0.1
15,ocean energy billion $ ,0.0,0.0,0.0,0.0,0.0,billion $/a,0.0
16,fossil (w/o chp) billion $ ,104.9,56.3,91.1,96.1,348.3,billion $/a,8.9
17,nuclear billion $ ,5.3,0.6,0.8,0.0,6.6,billion $/a,0.2
18,chp (fossil + renewable) billion $ ,28.5,58.2,63.9,85.3,235.9,billion $/a,6.0
19,renewables (w/o chp) billion $ ,226.6,"1,078.5","1,482.1","1,652.6","4,439.8",billion $/a,113.8
20,total billion $ ,365.3,"1,193.6","1,637.8","1,833.9","5,030.7",billion $/a,129.0
21,conventional (fossil & nuclear) billion $ ,119.0,71.7,104.6,113.2,408.6,billion $/a,10.5
22,renewables billion $ ,246.3,"1,121.8","1,533.2","1,720.7","4,622.0",billion $/a,118.5
23,biomass billion $ ,16.3,21.4,38.6,46.3,122.6,billion $/a,3.1
24,hydro billion $ ,82.9,38.1,34.7,44.9,200.6,billion $/a,5.1
25,wind billion $ ,49.5,340.2,486.8,634.1,"1,510.6",billion $/a,38.7
26,pv billion $ ,62.5,261.0,343.0,363.6,"1,030.1",billion $/a,26.4
27,geothermal billion $ ,34.8,221.2,197.3,201.0,654.4,billion $/a,16.8
28,solar thermal power plants billion $ ,0.3,190.7,269.1,295.3,755.4,billion $/a,19.4
29,ocean energy billion $ ,0.0,49.3,163.6,135.5,348.4,billion $/a,8.9
30,fossil (w/o chp) billion $ ,103.4,46.6,96.5,82.5,328.9,billion $/a,8.4
31,nuclear billion $ ,5.3,0.6,0.8,0.0,6.6,billion $/a,0.2
32,chp (fossil + renewable) billion $ ,28.5,58.2,64.0,82.8,233.4,billion $/a,6.0
33,renewables (w/o chp) billion $ ,227.5,"1,286.7","1,760.2","2,430.1","5,704.5",billion $/a,146.3
34,total billion $ ,364.7,"1,392.0","1,921.4","2,595.4","6,273.5",billion $/a,160.9
35,conventional (fossil & nuclear) billion $ ,117.5,62.0,109.0,91.2,379.7,billion $/a,9.7
36,renewables billion $ ,247.2,"1,330.0","1,812.4","2,504.2","5,893.8",billion $/a,151.1
37,biomass billion $ ,16.3,22.8,38.9,45.4,123.4,billion $/a,3.2
38,hydro billion $ ,82.9,40.7,34.7,42.0,200.3,billion $/a,5.1
39,wind billion $ ,49.5,356.5,558.2,778.9,"1,743.0",billion $/a,44.7
40,pv billion $ ,62.5,330.0,418.4,483.0,"1,294.0",billion $/a,33.2
41,geothermal billion $ ,34.8,257.5,214.7,227.1,734.2,billion $/a,18.8
42,solar thermal power plants billion $ ,1.2,273.2,383.9,792.3,"1,450.5",billion $/a,37.2
43,ocean energy billion $ ,0.0,49.3,163.6,135.5,348.4,billion $/a,8.9
0,table 13.9.23: Other asia: investments in renewable heat generation,2012-,2021-,2031-,2041-,2012-,unit,annual average
1,ref ,2020,2030,2040,2050,2050,,2012-2050
2,heat pumps billion $ ,0.0,0.0,0.0,0.0,0.0,billion $/a,0.0
3,deep geothermal billion $ ,0.0,0.0,0.0,0.0,0.0,billion $/a,0.0
4,solar thermal billion $ ,3.1,2.0,5.0,4.6,14.7,billion $/a,0.4
5,biomass billion $ ,52.6,35.3,24.8,14.1,126.9,billion $/a,3.3
6,total billion $ ,55.7,37.3,29.8,18.8,141.6,billion $/a,3.6
7,heat pumps billion $ ,0.9,108.8,91.0,253.2,453.8,billion $/a,11.6
8,deep geothermal billion $ ,40.4,62.0,116.2,100.9,319.5,billion $/a,8.2
9,solar thermal billion $ ,17.9,163.5,199.1,203.3,583.9,billion $/a,15.0
10,bomass billion $ ,122.0,15.7,0.0,0.1,137.7,billion $/a,3.5
11,total billion $ ,181.1,350.0,406.4,557.4,1494.9,billion $/a,38.3
12,heat pumps billion $ ,0.9,108.8,91.0,252.0,452.6,billion $/a,11.6
13,deep geothermal billion $ ,40.5,62.0,115.9,98.2,316.6,billion $/a,8.1
14,solar thermal billion $ ,17.9,163.5,198.6,305.6,685.6,billion $/a,17.6
15,biomass billion $ ,122.0,15.7,0.0,0.0,137.6,billion $/a,3.5
16,total billion $ ,181.3,349.9,405.5,655.7,1592.4,billion $/a,40.8
0,table 13.9.24: Other asia: total employment in the energy sector thousand jobs,2015,2020,2025,2030,2020,2025,2030
1,construction and installation,644,722,646,689,903,"1,660","1,500"
2,manufacturing,297,341,312,344,376,786,845
3,operations and maintenance,349,433,484,467,547,849,"1,105"
4,fuel supply (domestic) ,"1,812","1,985","1,980","1,742","2,021","1,963","1,568"
5,coal and gas export,71.3,50.1,22.4,,52.3,23.3,-
6,solar and geothermal heat,36,36,32.5,25.2,363,927,"1,511"
7,total jobs (thousands) ,"3,209","3,567","3,476","3,267","4,262","6,208","6,528"
8,coal,783,870,816,946,126,90,45
9,"gas, oil & diesel",811,963,"1,019",964,950,987,905
10,nuclear,38,37,31,28.1,20.0,19.8,16.7
11,renewable ,"1,578","1,697","1,610","1,329","3,166","5,112","5,562"
12,biomass ,"1,266","1,305","1,210",985,"1,391","1,321","1,032"
13,hydro,203,249,249,199,150,118,99
14,wind,13.3,32.7,43,56,412,823,886
15,pv,47,62,63,55.1,699,"1,472","1,483"
16,geothermal power,12.4,11.4,9.9,7.9,78,92,90
17,solar thermal power,0.2,0.8,1.0,1.0,37,299,306
18,ocean,-,-,-,,35.4,60,153.7
19,solar - heat,36,36,32.5,25.2,243,773,"1,207"
20,geothermal & heat pump,0.0,-,-,,120,154,305
21,total jobs (thousands) ,"3,209","3,567","3,476","3,267","4,262","6,208","6,528"
0,table 13.10.22: china: investments in electricity generation,2012-,2021-,2031-,2041-,2012-,unit,annual average
1,ref ,2020,2030,2040,2050,2050,,2012-2050
2,fossil (w/o chp) billion $ ,327.4,578.5,579.6,668.4,"2,153.9",billion $/a,55.2
3,nuclear billion $ ,134.4,172.0,69.5,81.1,457.0,billion $/a,11.7
4,chp (fossil + renewable) billion $ ,132.4,278.7,210.5,26.2,647.8,billion $/a,16.6
5,renewables (w/o chp) billion $ ,651.9,401.4,553.1,470.3,"2,076.7",billion $/a,53.2
6,total billion $ ,"1,246.1","1,430.6","1,412.8","1,246.0","5,335.5",billion $/a,136.8
7,conventional (fossil & nuclear) billion $ ,594.1,"1,029.2",859.6,775.7,"3,258.6",billion $/a,83.6
8,renewables billion $ ,652.0,401.4,553.1,470.3,"2,076.8",billion $/a,53.3
9,biomass billion $ ,40.1,30.8,54.1,43.7,168.7,billion $/a,4.3
10,hydro billion $ ,290.7,129.1,93.8,95.2,608.8,billion $/a,15.6
11,wind billion $ ,174.0,177.0,268.4,241.1,860.5,billion $/a,22.1
12,pv billion $ ,145.5,58.3,113.5,58.7,375.9,billion $/a,9.6
13,geothermal billion $ ,0.7,2.7,4.2,7.4,14.9,billion $/a,0.4
14,solar thermal power plants billion $ ,1.0,3.5,17.3,23.0,44.9,billion $/a,1.2
15,ocean energy billion $ ,0.0,0.0,1.8,1.2,3.1,billion $/a,0.1
16,fossil (w/o chp) billion $ ,293.7,25.4,12.1,209.6,540.8,billion $/a,13.9
17,nuclear billion $ ,59.0,0.0,0.0,0.0,59.0,billion $/a,1.5
18,chp (fossil + renewable) billion $ ,149.3,442.6,541.5,470.0,"1,603.4",billion $/a,41.1
19,renewables (w/o chp) billion $ ,750.6,"1,293.0","2,095.6","2,181.7","6,320.9",billion $/a,162.1
20,total billion $ ,"1,252.6","1,761.0","2,649.3","2,861.3","8,524.1",billion $/a,218.6
21,conventional (fossil & nuclear) billion $ ,486.8,228.8,151.1,272.2,"1,139.0",billion $/a,29.2
22,renewables billion $ ,765.8,"1,532.1","2,498.2","2,589.0","7,385.2",billion $/a,189.4
23,biomass billion $ ,46.3,157.1,169.7,263.9,637.0,billion $/a,16.3
24,hydro billion $ ,290.7,79.4,75.1,76.2,521.4,billion $/a,13.4
25,wind billion $ ,195.4,519.6,827.0,929.2,"2,471.2",billion $/a,63.4
26,pv billion $ ,231.4,462.4,550.5,543.6,"1,787.9",billion $/a,45.8
27,geothermal billion $ ,0.7,123.1,307.6,248.4,679.8,billion $/a,17.4
28,solar thermal power plants billion $ ,1.1,173.5,508.1,450.4,"1,133.1",billion $/a,29.1
29,ocean energy billion $ ,0.1,17.1,60.2,77.4,154.8,billion $/a,4.0
30,fossil (w/o chp) billion $ ,293.4,16.1,20.9,348.2,678.6,billion $/a,17.4
31,nuclear billion $ ,59.0,0.0,0.0,0.0,59.0,billion $/a,1.5
32,chp (fossil + renewable) billion $ ,149.3,442.6,541.5,555.5,"1,688.8",billion $/a,43.3
33,renewables (w/o chp) billion $ ,795.2,"1,987.3","3,827.7","3,451.5","10,061.7",billion $/a,258.0
34,total billion $ ,"1,296.9","2,446.0","4,390.1","4,355.1","12,488.1",billion $/a,320.2
35,conventional (fossil & nuclear) billion $ ,486.4,219.6,159.9,408.1,"1,274.0",billion $/a,32.7
36,renewables billion $ ,810.5,"2,226.4","4,230.2","3,947.0","11,214.2",billion $/a,287.5
37,biomass billion $ ,46.3,157.1,169.7,279.0,652.1,billion $/a,16.7
38,hydro billion $ ,290.7,79.4,75.1,94.6,539.9,billion $/a,13.8
39,wind billion $ ,210.5,676.9,"1,338.7","1,228.9","3,455.0",billion $/a,88.6
40,pv billion $ ,257.7,610.4,758.4,694.4,"2,321.0",billion $/a,59.5
41,geothermal billion $ ,2.6,164.5,419.6,423.6,"1,010.2",billion $/a,25.9
42,solar thermal power plants billion $ ,2.5,511.9,"1,390.9","1,141.5","3,046.8",billion $/a,78.1
43,ocean energy billion $ ,0.1,26.2,77.9,85.0,189.2,billion $/a,4.9
0,table 13.10.23: china: investments in renewable heat generation,2012-,2021-,2031-,2041-,2012-,unit,annual average
1,ref ,2020,2030,2040,2050,2050,,2012-2050
2,heat pumps billion $ ,77.7,80.7,111.4,121.0,390.7,billion $/a,10.0
3,deep geothermal billion $ ,0.0,0.0,0.0,0.0,0.0,billion $/a,0.0
4,solar thermal billion $ ,22.4,19.3,34.8,30.2,106.7,billion $/a,2.7
5,biomass billion $ ,5.8,22.5,20.1,37.9,86.2,billion $/a,2.2
6,total billion $ ,105.9,122.4,166.3,189.0,583.6,billion $/a,15.0
7,heat pumps billion $ ,111.2,357.7,416.9,414.4,"1,300.1",billion $/a,33.3
8,deep geothermal billion $ ,0.0,68.1,364.8,314.0,746.9,billion $/a,19.2
9,solar thermal billion $ ,51.3,238.1,527.1,248.6,"1,065.1",billion $/a,27.3
10,bomass billion $ ,23.5,50.5,58.8,69.4,202.3,billion $/a,5.2
11,total billion $ ,186.1,714.3,"1,367.7","1,046.4","3,314.4",billion $/a,85.0
12,heat pumps billion $ ,111.2,357.7,454.3,467.9,"1,391.1",billion $/a,35.7
13,deep geothermal billion $ ,0.0,68.1,364.8,346.1,779.0,billion $/a,20.0
14,solar thermal billion $ ,51.3,238.1,527.1,144.1,960.6,billion $/a,24.6
15,biomass billion $ ,23.5,50.5,58.8,80.5,213.4,billion $/a,5.5
16,total billion $ ,186.1,714.3,"1,405.1","1,038.6","3,344.1",billion $/a,85.7
0,table 13.10.24: china: total employment in the energy sector thousand jobs,2015,2020,2025,2030,2020,2025,2030
1,construction and installation ,"1,544","1,328","1,197",776,931,"1,499","1,441"
2,manufacturing,808,667,619,403,918,"1,303","1,353"
3,operations and maintenance,720,998,"1,075","1,039","1,059","1,373","1,653"
4,fuel supply (domestic) ,"4,167","3,730","3,219","2,773","3,616","2,929","2,314"
5,coal and gas export,-,-,-,,-,-,-
6,solar and geothermal heat,205,233,138,129,410,884,"1,264"
7,total jobs (thousands) ,"7,443","6,956","6,248","5,121","6,934","7,987","8,025"
8,coal ,"4,985","4,462","3,832","3,029","2,950","2,016","1,238"
9,"gas, oil & diesel",316,501,632,747,549,695,852
10,nuclear,178,253,223,170,53,46,32
11,renewable ,"1,964","1,739","1,560","1,175","3,382","5,230","5,903"
12,biomass,709,738,694,549,860,"1,256","1,265"
13,hydro,422,263,249,173,213,187,150
14,wind,298,280,281,189,789,"1,109","1,316"
15,pv,326,221,195,126,"1,054","1,496","1,309"
16,geothermal power,1.2,1.2,1.1,1.0,8,37,60
17,solar thermal power,2.0,2.9,3.3,6.2,35,233,499
18,ocean,0.01,0.17,0.30,0.75,12.3,28.3,40.1
19,solar - heat,155,192,107,104,317,625,968
20,geothermal & heat pump,50.2,40.2,31.2,25.8,93,258,296
21,total jobs (thousands) ,"7,443","6,956","6,248","5,121","6,934","7,987","8,025"
0,table 13.11.22: Oecd asia Oceania: investments in electricity generation,2012-,2021-,2031-,2041-,2012-,unit,annual average
1,ref ,2020,2030,2040,2050,2050,,2012-2050
2,fossil (w/o chp) billion $ ,167.4,121.6,161.1,140.0,590.1,billion $/a,15.1
3,nuclear billion $ ,179.7,244.4,267.2,270.0,961.3,billion $/a,24.6
4,chp (fossil + renewable) billion $ ,101.4,45.1,66.0,32.7,245.1,billion $/a,6.3
5,renewables (w/o chp) billion $ ,191.0,140.8,202.0,153.0,686.9,billion $/a,17.6
6,total billion $ ,639.7,551.8,696.3,595.8,"2,483.4",billion $/a,63.7
7,conventional (fossil & nuclear) billion $ ,445.9,409.2,491.0,439.7,"1,785.7",billion $/a,45.8
8,renewables billion $ ,193.8,142.6,205.2,156.1,697.7,billion $/a,17.9
9,biomass billion $ ,13.2,16.3,18.3,22.0,69.8,billion $/a,1.8
10,hydro billion $ ,35.0,45.2,45.2,37.1,162.6,billion $/a,4.2
11,wind billion $ ,20.5,33.4,43.5,44.6,142.1,billion $/a,3.6
12,pv billion $ ,98.0,21.0,64.0,20.5,203.5,billion $/a,5.2
13,geothermal billion $ ,22.4,22.0,26.7,21.6,92.7,billion $/a,2.4
14,solar thermal power plants billion $ ,1.5,2.9,4.2,6.2,14.9,billion $/a,0.4
15,ocean energy billion $ ,3.1,1.7,3.3,4.1,12.1,billion $/a,0.3
16,fossil (w/o chp) billion $ ,141.6,56.1,90.2,98.4,386.4,billion $/a,9.9
17,nuclear billion $ ,21.8,0.0,0.0,0.0,21.8,billion $/a,0.6
18,chp (fossil + renewable) billion $ ,82.4,70.2,69.9,160.2,382.7,billion $/a,9.8
19,renewables (w/o chp) billion $ ,430.5,705.0,606.6,614.2,"2,356.4",billion $/a,60.4
20,total billion $ ,676.4,831.3,766.7,872.9,"3,147.3",billion $/a,80.7
21,conventional (fossil & nuclear) billion $ ,234.2,94.1,109.1,105.3,542.6,billion $/a,13.9
22,renewables billion $ ,442.2,737.2,657.6,767.6,"2,604.6",billion $/a,66.8
23,biomass billion $ ,25.4,32.5,54.2,135.8,248.0,billion $/a,6.4
24,hydro billion $ ,62.8,47.2,37.2,64.1,211.4,billion $/a,5.4
25,wind billion $ ,86.3,186.5,258.1,193.2,724.2,billion $/a,18.6
26,pv billion $ ,145.1,246.1,190.9,165.8,747.8,billion $/a,19.2
27,geothermal billion $ ,82.6,59.8,60.9,73.9,277.2,billion $/a,7.1
28,solar thermal power plants billion $ ,22.7,108.4,15.5,84.1,230.7,billion $/a,5.9
29,ocean energy billion $ ,17.3,56.7,40.8,50.7,165.4,billion $/a,4.2
30,fossil (w/o chp) billion $ ,139.8,33.8,77.4,141.0,391.8,billion $/a,10.0
31,nuclear billion $ ,21.8,0.0,0.0,0.0,21.8,billion $/a,0.6
32,chp (fossil + renewable) billion $ ,82.4,70.2,70.1,76.3,299.1,billion $/a,7.7
33,renewables (w/o chp) billion $ ,495.1,912.0,856.9,996.5,"3,260.5",billion $/a,83.6
34,total billion $ ,739.1,"1,016.0","1,004.4","1,213.8","3,973.3",billion $/a,101.9
35,conventional (fossil & nuclear) billion $ ,232.3,71.7,95.9,146.9,546.8,billion $/a,14.0
36,renewables billion $ ,506.8,944.3,908.5,"1,066.9","3,426.5",billion $/a,87.9
37,biomass billion $ ,25.4,38.8,49.8,67.4,181.3,billion $/a,4.6
38,hydro billion $ ,62.8,47.2,37.2,64.1,211.4,billion $/a,5.4
39,wind billion $ ,110.3,214.4,333.8,297.7,956.3,billion $/a,24.5
40,pv billion $ ,171.2,291.3,285.7,288.1,"1,036.3",billion $/a,26.6
41,geothermal billion $ ,82.6,107.6,109.8,102.5,402.5,billion $/a,10.3
42,solar thermal power plants billion $ ,37.1,120.8,27.6,147.8,333.3,billion $/a,8.5
43,ocean energy billion $ ,17.3,124.1,64.6,99.3,305.3,billion $/a,7.8
0,table 13.11.23: Oecd asia Oceania: investments in renewable heat generation,2012-,2021-,2031-,2041-,2012-,unit,annual average
1,ref ,2020,2030,2040,2050,2050,,2012-2050
2,heat pumps billion $ ,4.5,4.2,1.9,1.3,11.8,billion $/a,0.3
3,deep geothermal billion $ ,0.0,0.0,0.0,0.0,0.0,billion $/a,0.0
4,solar thermal billion $ ,10.1,14.1,18.1,24.0,66.4,billion $/a,1.7
5,biomass billion $ ,24.9,18.2,18.5,12.5,74.1,billion $/a,1.9
6,total billion $ ,39.5,36.5,38.5,37.7,152.2,billion $/a,3.9
7,heat pumps billion $ ,8.2,39.1,72.9,69.3,189.5,billion $/a,4.9
8,deep geothermal billion $ ,6.1,8.1,15.5,27.2,56.9,billion $/a,1.5
9,solar thermal billion $ ,9.5,124.6,95.2,80.4,309.7,billion $/a,7.9
10,bomass billion $ ,44.2,44.6,47.7,24.3,160.7,billion $/a,4.1
11,total billion $ ,68.0,216.3,231.3,201.2,716.7,billion $/a,18.4
12,heat pumps billion $ ,8.2,39.1,72.9,70.2,190.3,billion $/a,4.9
13,deep geothermal billion $ ,6.1,8.1,15.5,28.4,58.1,billion $/a,1.5
14,solar thermal billion $ ,9.5,124.6,95.2,83.3,312.7,billion $/a,8.0
15,biomass billion $ ,44.0,44.7,47.6,4.0,140.3,billion $/a,3.6
16,total billion $ ,67.9,216.4,231.1,186.0,701.4,billion $/a,18.0
0,table 13.11.24: Oecd asia Oceania: total employment in the energy sector thousand jobs,2015,2020.0,2025,2030,2020.0,2025,2030
1,construction and installation,185.0,123.0,120,108,363.0,387,373
2,manufacturing,35.0,15.0,15,10,95,113,108
3,operations and maintenance,135.0,158.0,160,162,176.0,233,276
4,fuel supply (domestic),112.0,114.0,118,123,132.0,149,154
5,coal and gas export,5.0,11.3,19.1,26.9,3.8,2.3,0.8
6,solar and geothermal heat,6.0,7.0,9,9,13,108,145
7,total jobs (thousands),478.0,428.0,442,438,782.0,992,"1,056"
8,coal,90.0,81.0,88,88,52,41,24
9,"gas, oil & diesel",78.0,72.0,73,70,77,72,72
10,nuclear,134.0,135.0,133,133,145.0,144,140
11,renewable,177.0,140.0,147,147,509.0,735,820
12,biomass,48.0,54.0,59,63,95,120,135
13,hydro,17.0,17.0,18,18,21,19,17
14,wind,9.7,13.0,15.2,16.7,68,109,130
15,pv,93.0,45.8,42.8,35.9,269.0,298,333
16,geothermal power,1.0,2.1,2.1,2.0,8.1,12.9,10.3
17,solar thermal power,0.4,0.7,0.9,1.1,15.1,32.2,26.7
18,ocean,0.9,0.8,0.8,1.2,19,37,23.1
19,solar - heat,6.0,6.0,9,8.6,6,99,119
20,geothermal & heat pump,0.3,0.29,0.277,0.3,7,8,26
21,total jobs (thousands),478.0,428.0,442,438,782.0,992,"1,056"
